tweet,hate,userID,likes,comments,views,shares,tags
Steve Calvin Annis cunt http://t.co/8S0cIl5z,0,85B78801,1152,102,607,465,44
Steve McNair got murdered by his side bitch man life is crazy,0,3534657C,593,211,927,264,48
Stevie J my nigga &#128175;&#128175; bitch be on ten,0,430DA0D7,999,884,1267,238,10
Stfu hoe &#128079;&#128524;,0,CCCEC0CF,308,759,605,620,4
Stfu kenya! U make me sick. Lonely desperate bitch.,1,944CD188,928,424,397,38,48
Stiff armed his hoe ass lmao,0,0A0C7B6B,49,795,485,97,35
Still can't see what niggers see in them white hoes....,1,1BE11FF1,933,768,1496,391,25
Still confused why King ordered two tranny hookers to the party last night..,0,C1CA0B09,837,314,1192,413,38
Still don't give a fuck bout a bitch or her dude,0,FE99E434,544,616,222,174,13
Still downtown with these bitches.,0,6DA7E2CF,510,997,766,170,44
"Still really confused re #humplayproblems i think lucricus
Is a fag dagger",0,A12AA305,1007,301,761,388,43
Still waiting for oomf to hit that hoe lololol,0,63F2F598,940,800,333,688,92
Still wit the Same bitches to the death of me&#128553;,0,195F397F,1025,438,348,77,48
Stolen from cream_2fly3xl lol but really guys I'm giving classes on keeping that bitch who's registering&#8230; http://t.co/HZAORfuv5X,0,D8570A4F,915,739,603,558,66
"Stomach is hurting, I'm starving for some early morning pussy. &#128527;&#128527;",0,C1FEAC43,892,74,240,317,34
Stoni is a fuckin queer...,0,F8A0930C,517,676,180,520,61
"Stood outside for 5 minutes to take a phone call, went back in and looked in the mirror and saw a Somalian. Fuck the sun lil punk ass bitch",1,8DBAEFA9,412,538,420,97,14
"Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials",0,4A8A3FAA,665,5,1495,281,19
Stop Twatching me bitch.,0,6C32131F,1137,603,386,403,30
"Stop actin like yu just started wearin ya uggs, bitch I seen you break em out in August",0,2D02DB4C,928,825,599,361,43
Stop being a hoe,0,1FF1CDCE,1053,558,277,197,18
Stop giving these hoes half azz Dick plow it deep make her scream nd cream http://t.co/hwBWj9ui,0,477587BE,97,676,653,307,26
"Stop hatin niggah , I got ya girlfriend callin you a hater niggah &#128514;&#128514;&#128514;",1,ED31AE01,414,275,474,574,61
Stop lettin them messy hoes mess with your business.,0,481D9F8C,989,900,1115,587,50
Stop rt'ing Celtics trash please,0,AFA75E4B,989,113,1119,394,26
Stop sayin my gov. Name fuck wrong widd u bitch is u stupid,0,3B8087D4,109,584,1419,147,15
"Stop snitching faggot &#8220;@OGSITTI: ""I'll snap you a nude but promise you won't screenshot""

""Don't worry baby I won't"" http://t.co/J8jDIC3wvg&#8221;",0,ADD277C0,588,995,469,507,38
Stop spoiling U fags,1,B99C3EEC,484,104,435,285,59
Stop trying to be down honky http://t.co/0MALBNDkn9,0,BDE01EF8,1187,216,264,650,54
"Stop using the word ""redskin(s)"".",0,B559D65B,1071,257,1078,383,10
Stop whacking off in the shower queer boy! @Ilovebamf,1,23C61FDE,1023,555,369,507,52
Strapped up fasho cause Iont trust no hoe,1,9FAF096B,456,896,172,258,33
Stress stress go away. Come again never you fucking bitch,0,078803F2,758,209,694,617,45
Strong jaw ass bitch,0,0A986750,452,674,259,98,58
Strong pussy RT @SirRatchettness: Yall think Ciara got good pussy?,0,323D4916,574,723,1299,593,97
Stu a rape faced faggot man I'm sick of this nigga,0,F8275012,241,686,1331,525,85
Stuck up serious bitches are possibly the worst type of girls. Ever.,0,F7FB0368,128,126,663,617,15
"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a &#8220;mega-trap&#8221;-will kill 28,000 birds year. http://t.co/xPXEhne29E",0,898779C7,527,626,95,299,88
Studying for this bio test like a hoe &#128554;,0,322E701D,454,508,1391,463,4
Stunt on these hoes like&#128514;&#128514;&#128175; https://t.co/E35Igelt4w&#8221;,0,7685D443,88,176,392,294,15
Stupid and ain't got hoes #ShmediumProblems,0,0FFBA055,981,742,1045,598,52
Stupid ass Alex. Scary little bitch. THROW IT!,0,D999EE61,294,265,1158,1,10
Stupid ass hoe,0,45B1A51A,1162,985,61,482,19
Stupid bitch,1,B1081D92,129,806,1116,368,35
Stupid bitch &#128545;,0,8E662032,38,267,1428,32,91
Stupid bitch at Church's didn't give me my fucking BBQ sauce so now I gotta eat some dry ass chicken strips &#128531;,1,4A0B1646,828,491,822,284,16
Stupid bitch should have stayed home &#128545;&#128530;,0,EA49AD84,322,118,1284,294,42
Stupid bitches deserve to be treated like a stupid bitch,0,4E98C9CF,200,336,733,465,46
Stupid bitches&#9995;&#128529; &lt;&lt;&lt; FUCK . &#128530;,1,952B6A33,571,514,1237,670,32
Stupid bitches.,1,AE408B24,449,954,716,126,31
Stupid bitches. Fucking skanks. Dumb hoes.,1,0818ADC3,115,799,1152,654,96
Stupid cunt bitch on the road,0,D0A35D2B,647,996,1301,236,46
"Stupid freshman bitches that walk like slow as hell and u can't get around them, hurry the fuck up sloth",1,7F26E494,200,110,1471,507,65
Stupid fucking cunt,0,9084C3EA,767,229,1344,44,14
Stupid hoe is so wack &#127926;&#128526;,0,BA257F31,818,231,936,176,34
Stupid lil bitch !! Really think I'm trippen &#128514;&#128514; You outttta pocket with this pimpinnn,0,CCF7EBA9,1052,965,1462,686,49
"Stupid people talking smack on ""Uncle Tim Tom"" are the same ghetto fools w/no future. I'm surprised u ignorant niggaz even read or write.",1,2786A311,744,759,659,468,72
Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS,0,6A605BEF,851,246,96,670,91
Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde,0,DAC043BB,127,940,1470,698,78
Sub tweeting and uoeno lol bitch,0,A3855ED4,1152,776,186,664,24
"Subtweet me one more time, you dirty chink whore",0,74B6A645,378,364,317,562,90
"Subtweeting little bitch ""taking the high road""",0,2AF7F32A,1009,933,1013,413,85
Subtweettweettweettweet cuz skinny niggah but my dick long,0,0C1A10B0,1145,559,633,452,91
Such a trash episode of the walking dead tonight.,0,0333066E,55,105,465,373,59
Suck my dick so good I'm like god dam you dirty bitch,1,2B29F556,916,355,1491,159,42
Suck my super monkey balls,0,32F183FD,669,775,583,527,48
Suddenlink is trash. Y'all know how important Bubble Guppies is to our day?,0,77643088,593,545,642,355,87
"Sum of y'all kno y'all be on lock but talking bout ""bitch I ain't doing shit tonight ho I'm tired"" &#128514;&#128557;&#128514;&#128557;&#128514; http://t.co/H5P2YxSu1h",0,615C4B2F,1192,707,799,262,3
Summer hoes turn into winter wifeys,0,1FFAF076,509,273,358,426,40
Summer hoes turning into winter wifeys &#128553;,0,F238B21C,690,288,1380,516,65
"Summer is over, so all you half naked hoes are gonna have to find a personality now. &#128129;",0,A2BEEA09,630,893,286,573,16
"Summer time bitch, always wild http://t.co/pMorgLh2KP",0,63DAB852,347,226,767,617,62
"Sumn wrong wit da pussy, een tho I ain't gonn hit it Ima still make sure dat she gushy",0,88B49161,682,593,567,143,43
Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.,0,372FD703,235,588,965,676,93
Sup bitches,0,C95BF7AC,831,956,717,466,84
Super handsome guys can literally be broke af with no career and some horny bitch will support him into bankruptcy lol,1,EBC64722,914,678,1269,12,92
"Superman your ho, eyyyy",0,6B22BF1E,1123,367,1001,274,62
Supporters of officer Darren Wilson rally in St Louis http://t.co/HtfgJJ7kYt #ferguson #kkk #tcot #tpot #teabaggers #teaparty,0,AE65A758,432,633,314,340,37
"Sure I got a nice car, a 60 inch tv, stainless steel appliances in my apartment and a few thousand twitter followers but I ain't got no hoes",0,27157C08,432,657,781,146,93
Sure wish my nose would stop dripping.....this sick shit is for the birds,0,DABE3172,802,700,1498,633,5
Surprise bitch &#128526;,0,26E11098,715,440,582,486,75
"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources http://t.co/EtDKzFrRzK",0,CE1EC60A,686,39,790,336,94
Surrender of Divinity - Conquerors of the Apocalypse: http://t.co/9Qv5RsY1p3 via @youtube &gt;Oriental Black Metal Hell!!,0,27DFEE40,281,221,929,389,33
"Suzan are you really going to make me get off this sofa to find some damn silverware, by golly you old bitch.",0,76724AAA,444,83,1229,494,9
Swag bitch #gratata http://t.co/aGswEopebp,1,0BE61C49,979,102,1106,229,94
Swag fags who gags lml nd y'all Niggaz wanna ce swagged up foh I'm Gxxd I'll stay g'd up http://t.co/G8NRVdmXQh,1,C9495D93,152,635,1182,629,92
Swag killed the bitch like Columbine,0,E1BA749A,938,173,753,43,21
Swap meet bound #beaner,0,59E3E76C,558,924,168,510,69
Swear to god man niggas talk more than bitches these days,0,6DB27178,444,165,288,396,84
Sweet Jesus #morningjoe are you going to split screen Rep James Clyburn &amp; Charlie Daniels at the same time? #morningjoe,0,3EEC957B,472,845,866,534,49
Sweet MiLF in white lingerie has her hose ripped and her pussy&#160;pounded http://t.co/CMacswjN5A,0,F92547AB,759,493,1492,23,6
Sweet and innocent schoolgirl Minami Asaka&#180;s pussy&#160;eaten http://t.co/DNxBLKrQ45,0,89EEBFBB,574,755,1033,213,56
"Sweet baby birds, you crack me up. ~~ Houston Foodlovers http://t.co/2Idh4BatO1",0,B69BF255,4,703,806,57,93
Sweet innocent teen clothes ripped and pussy fingered&#160;hard http://t.co/SiGRlukdaa,0,F90A1B58,1141,681,198,681,52
"Sweet yellow bone thang, I call her Honey mustard... http://t.co/IsFduDu9bx",0,A612D834,954,865,659,145,33
Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!,0,AC623F1C,1174,376,1150,585,28
Sweetheart to a lady but I'm hard on a hoe! &#128526;,0,7A8D3019,611,925,1175,162,28
Swing on her RT @CallHerEbby: I really don't like this woman. Old hag ass bitch.,1,57B3EC22,941,859,1094,99,95
Switch A Roo yo hoe let me hit her,0,0C1A95A4,834,909,1381,528,33
Switcharoo on yo main bitch me and my NIGGGA hell naw we don't date hoes,1,C407E6EA,1099,918,627,329,9
Switcharoo yo hoe!,0,9B83C328,1144,49,654,658,89
Switcheroo on yo main bitch me and my nigga hell naw we don't date hoes,1,A9C3DFB1,138,867,1348,144,26
Switcheroo on yo main hoe hell naw me and my Nigggas don't save hoes,0,9A93FE61,1047,513,1386,295,99
Sydney on this hoe asking dumb ass questions,0,079C60C1,1180,975,825,628,52
T talked sooooo much shit today that he would mop the floor with Kyle and I. We both ended up raping his time. #bitch,1,E4F4DD3C,704,49,1204,455,67
T up bitch no chaser needed Tsu HC2k14 http://t.co/YXHDIszIMl,0,14B0EB31,1032,391,521,304,42
TCBY with these hoes &#128149; || @arabellaann @jackireininga http://t.co/aUVQnOGvdY,0,C4AC482B,644,819,643,276,52
TK fucking money bitch,0,A9C0243D,851,679,179,327,55
"TLC's Chilli and her bullied son have the same moustache and seem to share clothes. Yer in the public eye! STOP CRYING, ya flaky bitch.",1,D3484462,680,747,1025,623,56
TMZ hoes http://t.co/J0lWD4S9d5,0,0FE42FAB,230,875,1074,639,17
"TRUST ME #Seattle&gt; WE GIVE #Thanksgiving it's DUE&gt; A huge, flightless bird? Dream come true for European bird eaters.......",0,7045624B,404,888,624,475,31
TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome,0,35E7BDE8,340,612,827,554,82
TURNT up with yo bitch in a house party,0,FC2CEC19,971,922,288,489,35
TV makes these hoes seem more attractive. *yawns*,0,7062B5C1,1120,866,839,11,83
TWITTER IS JUST LIKE REAL LIFE...filled with pussies.,1,7A8EEDB2,261,876,335,468,86
"TWITTER NEWSFLASH : do NOT ever visit Easton, pburg area, theirs hoes with diseases and niggas so thirsty gatorade would be worth trillions",1,26F0BC77,1168,677,170,224,83
Taco Bell is super trash when you're sober,0,26CA4757,39,799,1297,240,76
Tail light out not giving a fuck Rollin up on a bitch wit da head lights off,0,3D82366E,139,677,323,414,50
"Take a bitch to Soho for some froyo, tell her she gon blow it, Romo",0,685E0391,187,767,285,290,7
Take off you fucking hoser!,0,DF6DA78A,554,200,772,217,8
"Take that and shove it up your ass, @KeithOlbermann #Yankees #DerekJeter",0,4A2EC8EF,747,716,330,516,12
Take yo bitch on a dinner date then I paint her face,0,FE584BFC,826,445,1378,528,70
Take yo hoe ass to sleep,1,FDBC30BC,1140,253,665,145,24
Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot; seemed like a no-brainer to me.,0,17BB8057,34,182,1254,539,40
Taking pics I'm the school bathroom is fucking stupid #retards,0,D6F5DF66,254,334,1349,232,45
Talk about me behind my back &#128534;I hate that pussy shit.,1,BA08FFFA,795,816,520,357,42
Talk about pussy power &#128530;,0,A40FDEA0,1190,662,1312,590,45
"Talk alot of shit, but if I want ill put u on the spot so don't test me bitch!",1,095CC38D,304,70,687,391,66
Talked to Deigo last night my dawg good like that bitch Maegan,0,D19F8092,462,942,1081,119,19
"Talkin brokanese, I took yo bitch and broke her knees",1,6D817E78,1124,973,1040,167,93
Talking Angela is a hoe,0,2543FA0B,699,572,729,34,79
Talking shit like a hoe about huh so like a man ima murk you wen I see you,0,3B00219F,410,747,401,393,90
Tanning with my main bitch,0,F6247982,366,604,1131,449,8
"Tarantulas are dope but the spiders that are small n can kill you.. Fuck dat RT @BkRaised718: Spiders arent scary, sheesh y&#8217;all some pussies",0,AD5DA230,1132,364,601,121,24
Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro&#128553;,0,30A2DDFE,394,244,440,438,76
Tarzan out dis hoe http://t.co/LGmSbs4s68,0,06D9AC91,396,363,1426,456,56
Tattoos are about expression not meaning. One mans trash is another mans treasure &#128161;&#128176;,0,D0A08695,407,315,944,319,81
Taught ma lil niggah how to treat a girl,1,299D2017,129,595,334,145,39
Taught me how to hate a bitch,1,E9DF5920,104,182,177,434,73
Taylor Swift looks like the kinda bitch you would bring home and only get a dry handjob from,0,244238F1,829,955,681,173,0
Tbt nigguh http://t.co/opuvGy5BJF,0,9643384F,481,387,839,106,38
Teach me RT @IntellectsRUs: You really be fucking bitches brah?,0,8CCDA7AA,859,392,1318,300,78
"Teacher: ""WHY AM I HEARING TALKING!?"" ... Because you have ears bitch.",1,1467E8FF,713,849,725,478,3
"Teacher: You had all weekend to do you homework! Me: Uhm, sorry bitch but I have a life..",1,46161D4B,861,656,314,509,13
Teairri Marie is crazy..The poor girl ain't do anything to her..bitter ass bird,0,5FDC12F4,1098,947,1262,657,63
Team john in this bitch &#128588;&#128588;,0,643D2922,88,23,109,498,7
Technically all the niggas that touched her raped her an when she see she trendin on this bitch she callin the cops lmao,0,99ED5D5B,1120,342,1120,455,55
"Technology ain't doin nothing, but making these hoes look better",0,A76D7027,716,454,1285,305,30
Teen gets all her holes penetrated and even fists her own&#160;twat http://t.co/8yE0RTk7xc,0,73C4D80A,672,263,889,67,63
Tell a bitch GTFO my face fa no reason,0,E770EEBE,1186,616,1498,27,34
Tell a hater I said fuck you tell your bitch I said fuck you,0,23E95C41,1076,948,910,151,36
Tell a itty bitty bitch pipe down,0,61F7F11F,1180,723,1024,598,14
Tell dem THOT bitches im NOT right !!,0,15D85248,18,769,1215,414,83
Tell me that that pussy is mineeeee,0,8B13336F,326,252,1363,40,9
Tell that hating ass niggah to shut the fuck up,1,E51ADA8A,442,111,832,48,65
"Tell them hoes ""I'm all friended out""",0,112B65CA,897,171,832,289,24
"Tell them hoes come here , cause it look like they forgot bout me , but the fact that they aint seen me , that should say alot bout me",0,19465212,1087,141,580,589,5
